image_path,epoch,class,distance
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00305.png,335,invasivo,81.28095
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00217.png,385,invasivo,81.37397
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00352.png,335,invasivo,81.57554
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00174.png,385,invasivo,81.91243
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00355.png,335,in_situ,82.07038
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_1_in_situ/gen_in_situ_00009.png,300,in_situ,82.09347
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00045.png,335,in_situ,82.351166
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00033.png,385,invasivo,82.560425
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00486.png,335,invasivo,82.74718
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00143.png,385,invasivo,82.75096
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00435.png,310,in_situ,83.195946
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00346.png,335,in_situ,83.27528
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00427.png,335,in_situ,83.30648
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00408.png,335,in_situ,83.3091
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_0_invasivo/gen_invasivo_00063.png,310,invasivo,83.37044
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00277.png,335,invasivo,83.37688
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00318.png,385,invasivo,83.41781
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00367.png,400,invasivo,83.45022
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00262.png,310,in_situ,84.03328
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00389.png,335,invasivo,84.04485
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00180.png,335,invasivo,84.13642
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00459.png,385,invasivo,84.33222
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00465.png,400,invasivo,84.33621
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00206.png,335,in_situ,84.50926
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_1_in_situ/gen_in_situ_00193.png,400,in_situ,84.552505
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00129.png,335,invasivo,84.56766
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00309.png,335,invasivo,84.574585
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00144.png,400,invasivo,84.7863
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00416.png,335,invasivo,84.901924
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00363.png,310,in_situ,84.93167
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00141.png,400,invasivo,85.00189
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_0_invasivo/gen_invasivo_00400.png,300,invasivo,85.027664
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00178.png,385,in_situ,85.05321
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00053.png,400,invasivo,85.100174
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00293.png,335,invasivo,85.30138
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_0_invasivo/gen_invasivo_00079.png,300,invasivo,85.67077
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00376.png,335,invasivo,85.83934
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00389.png,400,invasivo,85.88206
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_0_invasivo/gen_invasivo_00296.png,310,invasivo,85.895325
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00471.png,335,in_situ,85.90104
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00480.png,385,invasivo,85.90879
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00262.png,385,in_situ,85.910255
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00071.png,310,in_situ,85.946594
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00009.png,335,invasivo,85.97746
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_1_in_situ/gen_in_situ_00408.png,300,in_situ,86.12052
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_1_in_situ/gen_in_situ_00178.png,400,in_situ,86.2134
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00460.png,385,invasivo,86.23497
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00243.png,385,invasivo,86.425285
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_0_invasivo/gen_invasivo_00128.png,300,invasivo,86.44403
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00416.png,335,in_situ,86.47047
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_1_in_situ/gen_in_situ_00409.png,300,in_situ,86.499435
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00410.png,335,invasivo,86.78141
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00454.png,385,in_situ,86.95724
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00480.png,400,invasivo,86.98673
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_1_in_situ/gen_in_situ_00043.png,300,in_situ,87.02884
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00340.png,385,invasivo,87.27351
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00219.png,335,in_situ,87.31303
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00378.png,385,in_situ,87.36432
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00240.png,310,in_situ,87.3782
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_0_invasivo/gen_invasivo_00337.png,300,invasivo,87.63513
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00281.png,400,invasivo,87.79756
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00064.png,335,in_situ,87.84142
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00172.png,335,invasivo,87.87234
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00285.png,385,in_situ,87.873634
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00011.png,335,in_situ,87.93608
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00244.png,335,invasivo,87.98406
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00008.png,335,invasivo,88.0209
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00316.png,335,in_situ,88.071365
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00369.png,400,invasivo,88.136154
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00454.png,335,in_situ,88.21348
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00435.png,400,invasivo,88.34061
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00219.png,385,in_situ,88.45365
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00370.png,335,in_situ,88.48687
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_1_in_situ/gen_in_situ_00489.png,300,in_situ,88.49588
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00385.png,335,invasivo,88.502075
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00469.png,400,invasivo,88.51548
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00476.png,310,in_situ,88.55759
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00413.png,385,invasivo,88.58688
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00202.png,335,invasivo,88.588005
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00094.png,335,in_situ,88.79502
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00156.png,335,invasivo,88.87826
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00160.png,335,in_situ,88.96684
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00409.png,400,invasivo,88.981415
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00225.png,400,invasivo,88.99554
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00403.png,385,invasivo,89.02159
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00231.png,335,invasivo,89.051285
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00362.png,310,in_situ,89.08389
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00141.png,385,invasivo,89.08943
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_0_invasivo/gen_invasivo_00143.png,310,invasivo,89.15964
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00182.png,335,in_situ,89.16094
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00057.png,385,in_situ,89.20689
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00122.png,335,invasivo,89.21665
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_0_invasivo/gen_invasivo_00238.png,310,invasivo,89.25606
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_0_invasivo/gen_invasivo_00018.png,300,invasivo,89.45433
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00412.png,310,in_situ,89.45729
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00456.png,335,in_situ,89.47819
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00469.png,310,in_situ,89.482895
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00113.png,400,invasivo,89.51622
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00280.png,385,in_situ,89.64071
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00241.png,385,invasivo,89.73342
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00280.png,335,in_situ,89.774666
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00191.png,385,in_situ,89.783676
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00274.png,335,in_situ,89.80363
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00364.png,335,in_situ,89.828674
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00068.png,335,invasivo,89.89065
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00130.png,385,in_situ,89.915565
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00145.png,385,invasivo,89.91757
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00343.png,310,in_situ,90.01685
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00322.png,385,in_situ,90.08226
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00026.png,385,invasivo,90.25543
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00409.png,335,in_situ,90.269875
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00397.png,335,in_situ,90.27019
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00194.png,335,in_situ,90.3546
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_0_invasivo/gen_invasivo_00231.png,310,invasivo,90.44649
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00268.png,385,invasivo,90.53025
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00347.png,385,in_situ,90.55107
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00357.png,335,in_situ,90.56265
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00499.png,335,invasivo,90.56374
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00497.png,335,invasivo,90.606
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_1_in_situ/gen_in_situ_00178.png,300,in_situ,90.6646
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00136.png,310,in_situ,90.67314
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00107.png,385,in_situ,90.68235
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00047.png,335,in_situ,90.69953
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_0_invasivo/gen_invasivo_00238.png,300,invasivo,90.818504
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00416.png,400,invasivo,90.862854
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00273.png,400,invasivo,90.93054
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00285.png,310,in_situ,90.95601
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_0_invasivo/gen_invasivo_00420.png,300,invasivo,91.07737
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00102.png,400,invasivo,91.1887
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00338.png,385,in_situ,91.232605
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_0_invasivo/gen_invasivo_00009.png,310,invasivo,91.38199
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00268.png,335,in_situ,91.44411
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00033.png,335,invasivo,91.45627
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00359.png,335,invasivo,91.53419
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00051.png,385,invasivo,91.6309
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00244.png,310,in_situ,91.679115
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00079.png,385,in_situ,91.87518
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00345.png,335,invasivo,91.94074
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_1_in_situ/gen_in_situ_00379.png,385,in_situ,92.0074
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_0_invasivo/gen_invasivo_00174.png,300,invasivo,92.02381
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00365.png,385,invasivo,92.10154
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_0_invasivo/gen_invasivo_00353.png,300,invasivo,92.12326
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_0_invasivo/gen_invasivo_00117.png,400,invasivo,92.139435
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00269.png,335,invasivo,92.15196
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00084.png,385,invasivo,92.18324
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00435.png,335,in_situ,92.19634
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00369.png,385,invasivo,92.20753
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00064.png,385,invasivo,92.21065
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_1_in_situ/gen_in_situ_00317.png,335,in_situ,92.31706
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00001.png,310,in_situ,92.35709
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_0_invasivo/gen_invasivo_00021.png,310,invasivo,92.38158
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_0_invasivo/gen_invasivo_00293.png,300,invasivo,92.42157
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_1_in_situ/gen_in_situ_00360.png,300,in_situ,92.42372
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_0_invasivo/gen_invasivo_00371.png,310,invasivo,92.44745
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00347.png,310,in_situ,92.451584
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_0_invasivo/gen_invasivo_00051.png,300,invasivo,92.45795
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00263.png,335,invasivo,92.62605
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_1_in_situ/gen_in_situ_00355.png,300,in_situ,92.66609
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-310/class_1_in_situ/gen_in_situ_00391.png,310,in_situ,92.73061
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00159.png,335,invasivo,92.73771
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_1_in_situ/gen_in_situ_00043.png,400,in_situ,92.756676
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-400/class_1_in_situ/gen_in_situ_00230.png,400,in_situ,92.806335
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_1_in_situ/gen_in_situ_00270.png,300,in_situ,92.815315
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-300/class_0_invasivo/gen_invasivo_00167.png,300,invasivo,92.85237
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-335/class_0_invasivo/gen_invasivo_00146.png,335,invasivo,92.95721
/content/drive/MyDrive/TFG/imagenes-generadas/GAN-outputs-385/class_0_invasivo/gen_invasivo_00396.png,385,invasivo,92.98783
